tweet_text,label,type_of_disaster,hashtags,clean_text
porshiporsh girl nigga den fucced everything,0,not disaster,,porshiporsh girl nigga den fucced everything
bourbon county now tornado warn repeat boom,1,tornado,,bourbon county now tornado warn repeat boom
forehead kiss hoe give forehead kiss world come m ready,0,not disaster,,forehead kiss hoe give forehead kiss world come m ready
thank everyone donate typhoon haiyan relief effo suppo help save life,1,typhoon,['haiyan'],thank everyone donate typhoon haiyan relief effo suppo help save life
still hear friend family sad hear dharara tower go nepal nepaleahquake eahquake,1,earthquake,,still hear friend family sad hear dharara tower go nepal nepaleahquake eahquake
appt block moray st lose pane glass stairwell remain glass look unstable bigwet abcnews t co hshvzqta,1,flood,['bigwet'],appt block moray st lose pane glass stairwell remain glass look unstable bigwet abcnews t co hshvzqta
emmaparade hahaha aware nutella hea coffee,0,not disaster,,emmaparade hahaha aware nutella hea coffee
rather dwell land famine god s perfect rest confines egypt t co p oepcrw,0,not disaster,,rather dwell land famine god s perfect rest confines egypt t co p oepcrw
talk one shrug singlelife,0,not disaster,['singlelife'],talk one shrug singlelife
please help spread word president trump need send united state marine mau bahamas help friendly neighbor cleanup hurricane dorian need help medical supply drinking water food basic please pray,1,hurricane,,please help spread word president trump need send united state marine mau bahamas help friendly neighbor cleanup hurricane dorian need help medical supply drinking water food basic please pray
user spoil thing money t buy,0,not disaster,,user spoil thing money t buy
fw people don t fw,0,not disaster,,fw people don t fw
hojianqing syedhusen sunshine east coast vjc channelnewsasia repo blue sky day sghaze t co nh,1,haze,['sghaze'],hojianqing syedhusen sunshine east coast vjc channelnewsasia repo blue sky day sghaze t co nh
california meet drought fuel fire season extra crew relate aicle t co rkdzb tgc,1,wildfire,,california meet drought fuel fire season extra crew relate aicle t co rkdzb tgc
np stay alive poal ost,0,not disaster,,np stay alive poal ost
fingerfri user miavianet user pornobrazil user cumcumlover user sw number user htt,0,not disaster,,fingerfri user miavianet user pornobrazil user cumcumlover user sw number user htt
pakis rape kid new eahquake shake guatemala s pacific coast injured guatemala city repeat edl bnp bfp nf,1,earthquake,,pakis rape kid new eahquake shake guatemala s pacific coast injured guatemala city repeat edl bnp bfp nf
hurricane sandy new york traveler opt car rental wake loom flight delay bit ly pppyvp,1,hurricane,,hurricane sandy new york traveler opt car rental wake loom flight delay bit ly pppyvp
pol vote hurricane relief now want ok tornado relief win t happen oklahoma say,1,tornado,,pol vote hurricane relief now want ok tornado relief win t happen oklahoma say
bts reveals broadcast date ellen degeneres show appearance,0,not disaster,,bts reveals broadcast date ellen degeneres show appearance
recommendation iii government speed effo ensure still miss endanger rescue protect right life cycloneidai,1,cyclone,['cycloneidai'],recommendation iii government speed effo ensure still miss endanger rescue protect right life cycloneidai
zouma runaway train absolutely flatten fiorentina player,0,not disaster,,zouma runaway train absolutely flatten fiorentina player
hao oklahoma tornado destroy everything,1,tornado,,hao oklahoma tornado destroy everything
user follow user hurricane sandy hit hour,1,hurricane,,user follow user hurricane sandy hit hour
now play pastora soler vive escuchala,0,not disaster,,now play pastora soler vive escuchala
california wildfire journalism success entrepreneur,1,wildfire,,california wildfire journalism success entrepreneur
well time repeat,0,not disaster,,well time repeat
s baaaack petersen s bowhunting battle bow make sure head cast vote t co fj gdvg n,0,not disaster,,s baaaack petersen s bowhunting battle bow make sure head cast vote t co fj gdvg n
pakistanfloods guddu home pakistan s second large power plant high risk flood mon tue number th sept,1,flood,,pakistanfloods guddu home pakistan s second large power plant high risk flood mon tue number th sept
pick unicef umcor,1,earthquake,,pick unicef umcor
t play good play ya son go beat already win,0,not disaster,,t play good play ya son go beat already win
top hr cnn mln people affect hurricane sandy even u s pres campaign feel impact ukraine s election join,1,hurricane,,top hr cnn mln people affect hurricane sandy even u s pres campaign feel impact ukraine s election join
united nation official estimate people nohwest bahamas need food follow devastation leave hurricane dorian miamiherald enteainment celebrity aicle html miamiherald dorianhurricane bahamasdorian,1,hurricane,"['dorianhurricane', 'bahamasdorian']",united nation official estimate people nohwest bahamas need food follow devastation leave hurricane dorian miamiherald enteainment celebrity aicle html miamiherald dorianhurricane bahamasdorian
today accept donation victim hurricane dorian ablazin radio studio donation deliver bahamasembassyconsularannex non perishable food water first aid hygienic instagram p b hsl bljs igshid jqy wyrhfdt,0,not disaster,,today accept donation victim hurricane dorian ablazin radio studio donation deliver bahamasembassyconsularannex non perishable food water first aid hygienic instagram p b hsl bljs igshid jqy wyrhfdt
queensland count flood cost new south wale brace river peak death confirm torrential ra t co xuk iv,1,flood,,queensland count flood cost new south wale brace river peak death confirm torrential ra t co xuk iv
human service flood situation website information office closure yycflood,1,flood,,human service flood situation website information office closure yycflood
choose friendbut fall love control repeat aldubonemoreweek ar t co obiywzyo,0,not disaster,,choose friendbut fall love control repeat aldubonemoreweek ar t co obiywzyo
tire hurricane food rev daddy think noah ark hell tire look animal,1,hurricane,,tire hurricane food rev daddy think noah ark hell tire look animal
area seguin flood pa creekside road look river street heavy rain wind harvey,1,hurricane,['harvey'],area seguin flood pa creekside road look river street heavy rain wind harvey
jackalltimelow possibly best picture t co cw glabhyb,0,not disaster,,jackalltimelow possibly best picture t co cw glabhyb
best friend lover life,0,not disaster,,best friend lover life
la fight club weight boxing,0,not disaster,,la fight club weight boxing
user guess m leave wonder desmond lead game,0,not disaster,,user guess m leave wonder desmond lead game
houston police officer head work drowns get trap vehicle hurricane harvey ktla oovev ktla,1,hurricane,,houston police officer head work drowns get trap vehicle hurricane harvey ktla oovev ktla
gopi ram tiwari new update youth s hrs woman provide shelter nearly dog hurricane dorian category storm affect million people caribbean facebook seekonkspeedwayvenditti post,1,hurricane,"['woman', 'shelter', 'hurricane', 'dorian', 'caribbean']",gopi ram tiwari new update youth s hrs woman provide shelter nearly dog hurricane dorian category storm affect million people caribbean facebook seekonkspeedwayvenditti post
remix dude cross eye kiss heat,0,not disaster,,remix dude cross eye kiss heat
cityofcalgary overall flood water recede pumping continue yycflood,1,flood,['yycflood'],cityofcalgary overall flood water recede pumping continue yycflood
fog mist number f muscle shoal noh west alabama regional airpo al wind south number mph number kt pres number nl htm,0,not disaster,,fog mist number f muscle shoal noh west alabama regional airpo al wind south number mph number kt pres number nl htm
fyicheck fca issue software update number vehicle prevent hack repeat,0,not disaster,,fyicheck fca issue software update number vehicle prevent hack repeat
canada retail job store associate edmonton ab t co wobydap y job tweetmyjobs,0,not disaster,"['retail', 'job', 'edmonton', 'jobs', 'tweetmyjobs']",canada retail job store associate edmonton ab t co wobydap y job tweetmyjobs
user forreal repeat,0,not disaster,,user forreal repeat
sba pueorico sba pueorico ready disasterassistance pueorico hurricane maria voceropr,1,hurricane,"['disasterassistance', 'puertorico', 'maria']",sba pueorico sba pueorico ready disasterassistance pueorico hurricane maria voceropr
sebheupdate hurricane matthew family rescue car rooftop bbc ddludt sebheupdate,1,hurricane,['sebheupdate'],sebheupdate hurricane matthew family rescue car rooftop bbc ddludt sebheupdate
kind go griffith tonight repeat,0,not disaster,,kind go griffith tonight repeat
jersey come repeat takeoff,0,not disaster,,jersey come repeat takeoff
